Dimension,Total Epochs,Current Epoch,Training Accuracy,Training Time, Validation Accuracy, Validation Time
100,1,1,0.426,50.200151681900024,0.54125,1.776548147201538
100,1,2,0.491,49.38662624359131,0.4975,1.7726564407348633
